,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,8.22854939058482,8.816315530796137,9.488070185028883,10.209124132146636,10.992098414601053,11.821666434393446,12.686037822373734,13.57649577565612,14.486702196899438,15.412056421152677,16.3491962125807,17.295637053173163,18.24951889597106,19.20943010048816,20.174284811447027,21.143236898834076,22.115618937535302,23.090898424449747,24.068645969694753,25.048511904273255,26.030208869601868,27.013498709703175,27.998182493996836,28.984092842513707,29.97108796883133
1,3.8398275030650355,4.0448521536851425,4.256787635509823,4.437415682230151,4.588046964093279,4.710033493969748,4.808527377713237,4.888596626640138,4.954374249830787,5.009038606240774,5.054989388703418,5.094034945916519,5.1275457400097615,5.156569888310363,5.181917491756781,5.20422160393808,5.223982330998227,5.241598904573181,5.25739321044424,5.271627210239126,5.284515971444848,5.296237511418543,5.306940308000146,5.316749088539046,5.325769323031662
2,3.531121143885823,3.608798679764028,3.631919323336521,3.653904659614126,3.6639177061035615,3.669125951158296,3.672089774973464,3.6738844574372145,3.6750204013020284,3.6757629659413693,3.6762600159849788,3.6765984953830135,3.676831772284175,3.6769937657101517,3.6771066559959857,3.677185299572218,3.677239843930092,3.677277336963764,3.677302741748316,3.677319593625872,3.677330434323931,3.677337104620708,3.6773409447142185,3.677342933790639,3.6773437879493702
3,1.220883599623634,1.2215062425492298,1.220421786737981,1.3188010232037035,1.35972511302254,1.3913605135745932,1.4163426879869385,1.4364828164648058,1.4530180787764406,1.4668100490049363,1.478472588508543,1.4884527653731383,1.4970828427150835,1.5046143300223715,1.5112407736859481,1.5171133519699123,1.5223517398952144,1.5270518296785036,1.5312913061833613,1.5351337371592642,1.5386316156904778,1.5418286539542296,1.5447615325956976,1.5474612524702533,1.5499541837604642
4,1.1291037955783358,1.2054953872077574,1.2658587623255453,1.2226097492717498,1.2228544544386626,1.2228788105096433,1.2228791104051793,1.2228937442238066,1.2229291212051026,1.222983701494955,1.2230541362518972,1.2231370345526655,1.223229445856169,1.2233289401161958,1.2234335655735615,1.2235417687820132,1.22365232264104,1.223764259796971,1.2238768195931198,1.2239894049120834,1.2241015485384557,1.2242128862362411,1.2243231359604618,1.2244320803336357,1.224539554880876
5,0.36358528612795293,0.3764563304630609,0.39078320180434273,0.40529234015435667,0.4155351378953073,0.4231390027626205,0.42900577593204137,0.43367069925214646,0.4374702257955419,0.4406260601871125,0.4432901088828382,0.4455698954613924,0.4475436570264425,0.44926968013491814,0.45079228159747736,0.4521457630557962,0.4533570919875369,0.45444776617087784,0.45543513622518034,0.45633336199021185,0.45715411549588153,0.4579071058124646,0.4586004761154291,0.45924110831053494,0.4598348584788841
6,0.33691637871468294,0.3477182490779351,0.35081934294471634,0.3508398559357504,0.3509203873415301,0.3510421830435552,0.3511886258206642,0.35134886642572005,0.3515160185200079,0.351685700000086,0.3518551023030357,0.35202242987312476,0.3521865456148103,0.3523467472200569,0.35250262497970014,0.35265396311188724,0.3528006791269658,0.3529427795736538,0.353080330875116,0.3532134386508618,0.353342233716973,0.3534668620131004,0.35358747785963524,0.3537042384359032,0.3538173014331673
7,0.1140422988911555,0.12042165104329307,0.12574446776877754,0.12903418869283886,0.13154990483889115,0.13352553397893246,0.13512316713235592,0.13644774271178411,0.13756853578038994,0.13853282152023144,0.1393739313320118,0.14011607043853597,0.14077727333897935,0.14137128011287833,0.14190876493586715,0.14239816188744694,0.1428462353636698,0.1432584829781223,0.1436394256219746,0.14399282029942867,0.14432181890768306,0.1446290884225218,0.14491690316202743,0.14518721604762985,0.1454417154008391
8,0.10563649958568565,0.10627046167357608,0.10651240089053272,0.10672540371581721,0.1067600424691261,0.10676151422816174,0.10676397106229354,0.10677509888159056,0.10679544483751047,0.10682368073448031,0.10685816332071439,0.10689739542339884,0.10694013271864057,0.10698537893172388,0.10703235067668701,0.10708043583460057,0.10712915897553084,0.10717815154856279,0.10722712870208123,0.10727587091616751,0.10732420989541304,0.10737201747616679,0.10741919714361382,0.1074656770048126,0.10751140506395099
9,0.03968661332174693,0.0421589779111403,0.04566237299183225,0.046834053763466825,0.0480266184585911,0.04913722576907834,0.0501438751905191,0.05105021611739062,0.05186679439895043,0.05260501475655099,0.05327528826925878,0.05388662312967137,0.054446656467574926,0.05496182440650163,0.05543755396686786,0.0558784359896082,0.056288371372610134,0.05667069302607763,0.057028263767566104,0.057363555795295146,0.057678715068974935,0.05797561367448407,0.05825589262324196,0.05852099597646126,0.058772201069582405
