,kappa,ev1,ev2,ev_diff,ev_diff_squared,model_diff_squared_real,model_diff_squared_imag,model_var_diff_real,model_var_diff_imag,ev_sum,model_sum_real,model_sum_imag,model_var_sum_real,model_var_sum_imag
65,(1.1835765094992026+1.015087822357496j),(-1.2354189157485962-0.2367871105670929j),(-1.2543848752975464-0.041337426751852036j),(0.018965959548950195-0.19544968381524086j),(-0.03784087128186521-0.007413781594189928j),-0.01255141014937375,-0.0018682041977565247,0.00024795950412226375,0.00024795950412226375,(-1.2449018955230713-0.13906226865947247j),-1.2359240132404647,-0.1369866472556851,3.061666243453498e-05,3.061666243453498e-05
66,(0.448302107816161+0.45907911242949323j),(-2.177124500274658+0.19225646555423737j),(-0.16495051980018616-0.28803807497024536j),(-2.012173980474472+0.4802945405244827j),(3.8181612820408573-1.932872354814612j),3.827631686182774,-1.9221816313803428,0.013390382771376608,0.013390382771376608,(-1.1710375100374222-0.047890804708004j),-1.1740139080465388,-0.05224593243610646,0.00014126287526505799,0.00014126287526505799
67,(0.6400576579764056+0.9519362255502691j),(-1.909972071647644+0.39690276980400085j),(-0.44445356726646423-0.6172311305999756j),(-1.4655185043811798+1.0141339004039764j),(1.1192769187350677-2.972463993924576j),1.1104720235262937,-2.9660033729028425,0.008456296974600264,0.008456296974600264,(-1.1772128194570541-0.11016418039798737j),-1.1816291152622815,-0.11258712224957244,7.671212098936397e-05,7.671212098936397e-05
68,(0.021600237853646058+0.6975215616542016j),(-2.3707406520843506+0.40511298179626465j),(0.12951453030109406-0.5199695825576782j),(-2.5002551823854446+0.9250825643539429j),(5.395498226173606-4.6258849513207245j),5.426960889329222,-4.628319725891412,0.01040787089755213,0.01040787089755213,(-1.1206130608916283-0.05742830038070679j),-1.1227534184576597,-0.0645668529633674,0.00022201525408949152,0.00022201525408949152
69,(1.1834647140754935+1.0145712062688015j),(-1.2341113090515137-0.23301947116851807j),(-1.2557011842727661-0.04495444893836975j),(0.02158987522125244-0.18806502223014832j),(-0.03490232987435693-0.008120600726861937j),-0.009424414655041452,-0.002530427595479317,0.000249466740342541,0.000249466740342541,(-1.24490624666214-0.1389869600534439j),-1.2359275057220982,-0.13692559246117714,3.060105198260388e-05,3.060105198260388e-05
70,(0.2537022953053932+1.034528560301108j),(-2.1481740474700928+0.5785375237464905j),(-0.10979810357093811-0.784717321395874j),(-2.0383759438991547+1.3632548451423645j),(2.2965127158626375-5.557651763484326j),2.268478516032018,-5.595133821499466,0.008449761228803254,0.008449761228803254,(-1.1289860755205154-0.10308989882469177j),-1.1383613856852972,-0.10868532135957376,0.00018106042863863525,0.00018106042863863525
71,(1.183536619557362+1.0144057914536242j),(-1.2344986200332642-0.2316792607307434j),(-1.2553462982177734-0.04625466465950012j),(0.020847678184509277-0.1854245960712433j),(-0.03394765514249887-0.007731344612771807j),-0.008420450081154553,-0.0021400292138554072,0.00024983103503473103,0.00024983103503473103,(-1.2449224591255188-0.13896696269512177j),-1.2359395091549157,-0.13690939531813906,3.060045897063102e-05,3.060045897063102e-05
72,(1.183567350861875+1.0143015705469807j),(-1.2346333265304565-0.23083996772766113j),(-1.255228042602539-0.047067634761333466j),(0.02059471607208252-0.18377233296632767j),(-0.03334812803379711-0.007569478038691457j),-0.007788383187285803,-0.0019756232167812172,0.00025008203419929487,0.00025008203419929487,(-1.2449306845664978-0.1389538012444973j),-1.2359455988489088,-0.13689873651218387,3.059950731443273e-05,3.059950731443273e-05
73,(1.183596955170593+1.014200871401495j),(-1.2347642183303833-0.2300221174955368j),(-1.2551130056381226-0.04786005616188049j),(0.020348787307739258-0.1821620613336563j),(-0.03276894344443115-0.0074135540832358515j),-0.007177733989594905,-0.0018173052727833011,0.0002503269104181527,0.0002503269104181527,(-1.244938611984253-0.13894108682870865j),-1.2359514736879855,-0.13688843506649312,3.05985930395547e-05,3.05985930395547e-05
74,(1.1836254819377066+1.014103519159139j),(-1.2348912954330444-0.2292248010635376j),(-1.255001187324524-0.048632778227329254j),(0.020109891891479492-0.18059202283620834j),(-0.0322090709601866-0.007263372111399491j),-0.006587436638762477,-0.0016648075061601077,0.00025056586810023873,0.00025056586810023873,(-1.2449462413787842-0.13892878964543343j),-1.235957143688964,-0.1368784730385158,3.059771358426833e-05,3.059771358426833e-05
75,(1.183652995244183+1.0140093502821472j),(-1.235014796257019-0.22844716906547546j),(-1.2548924684524536-0.049386609345674515j),(0.01987767219543457-0.17906055971980095j),(-0.03166756219525925-0.0071186142184824774j),-0.006016493590157764,-0.0015177797432656993,0.0002507990784579306,0.0002507990784579306,(-1.2449536323547363-0.138916889205575j),-1.2359626200217098,-0.1368688342019427,3.0596867306553754e-05,3.0596867306553754e-05
76,(1.1836795430121916+1.0139182109917808j),(-1.2351348400115967-0.22768843173980713j),(-1.2547866106033325-0.05012230575084686j),(0.01965177059173584-0.17756612598896027j),(-0.031143537011337097-0.006978977545596621j),-0.005463967792130391,-0.0013759619098492881,0.00025102673225774197,0.00025102673225774197,(-1.2449607253074646-0.138905368745327j),-1.2359679119423541,-0.13685950291469456,3.059605219057904e-05,3.059605219057904e-05
77,(1.1837051713511104+1.0138299599202112j),(-1.235251545906067-0.2269478589296341j),(-1.2546837329864502-0.05084057152271271j),(0.0194321870803833-0.1761072874069214j),(-0.030636166783096996-0.006844299510220253j),-0.004928997584870849,-0.0012391034280244753,0.00025124899912043475,0.00025124899912043475,(-1.2449676394462585-0.1388942152261734j),-1.23597302816788,-0.13685046486100055,3.0595266475308414e-05,3.0595266475308414e-05
78,(1.1837299305698434+1.0137444625453946j),(-1.2353651523590088-0.22622472047805786j),(-1.2545833587646484-0.05154208466410637j),(0.01921820640563965-0.1746826358139515j),(-0.03014468379745984-0.006714173901107401j),-0.004410763038766152,-0.0011069300449506776,0.0002514660404813185,0.0002514660404813185,(-1.2449742555618286-0.13888340257108212j),-1.235977977642434,-0.1368417066182695,3.059450877973546e-05,3.059450877973546e-05
79,(1.1837538587879333+1.013661590163164j),(-1.235475778579712-0.2255183309316635j),(-1.2544857263565063-0.052227504551410675j),(0.019009947776794434-0.17329082638025284j),(-0.02966833239307448-0.006588499119372315j),-0.003908480242401098,-0.00097923548320656,0.00025167803437398106,0.00025167803437398106,(-1.2449807524681091-0.1388729177415371j),-1.2359827679109332,-0.1368332150326051,3.059377740388669e-05,3.059377740388669e-05
80,(1.1837769959962627+1.0135812283046224j),(-1.2355835437774658-0.2248280942440033j),(-1.2543904781341553-0.05289739742875099j),(0.018806934356689453-0.1719306968152523j),(-0.029206463727481383-0.006466978657808653j),-0.0034214517230506773,-0.0008558022157281221,0.0002518851251807064,0.0002518851251807064,(-1.2449870109558105-0.13886274583637714j),-1.2359874062994034,-0.13682497859451898,3.0593071073226064e-05,3.0593071073226064e-05
81,(1.1837993778231162+1.0135032613697719j),(-1.2356884479522705-0.22415338456630707j),(-1.2542977333068848-0.05355237424373627j),(0.018609285354614258-0.1706010103225708j),(-0.028758399221672448-0.006349525765756425j),-0.002948973475451089,-0.0007364373656068846,0.0002520874800211459,0.0002520874800211459,(-1.2449930906295776-0.13885287940502167j),-1.2359918997244699,-0.136816985532353,3.059238835878553e-05,3.059238835878553e-05
82,(1.1838210408958108+1.0134275866060665j),(-1.2357906103134155-0.22349363565444946j),(-1.2542072534561157-0.05419296398758888j),(0.018416643142700195-0.16930067166686058j),(-0.028323544682204563-0.00623590010781605j),-0.0024904197282465228,-0.0006209417808985679,0.00025228523736586794,0.00025228523736586794,(-1.2449989318847656-0.13884329982101917j),-1.235996254835551,-0.1368092255371369,3.059172818087319e-05,3.059172818087319e-05
83,(1.183842018418014+1.0133541048070702j),(-1.23589026927948-0.2228483110666275j),(-1.2541189193725586-0.054819680750370026j),(0.018228650093078613-0.16802863031625748j),(-0.027901336921741626-0.0061258702153086375j),-0.0020451863453086576,-0.0005091353170815251,0.00025247853886867233,0.00025247853886867233,(-1.2450045943260193-0.13883399590849876j),-1.2360004778335547,-0.1368016885882496,3.059108943415101e-05,3.059108943415101e-05
84,(1.1838623408001576+1.0132827251709737j),(-1.2359874248504639-0.2222169190645218j),(-1.2540327310562134-0.0554329976439476j),(0.01804530620574951-0.1667839214205742j),(-0.027491243368365004-0.006019333864459853j),-0.0016127203083468114,-0.00040085297397473435,0.0002526675139051804,0.0002526675139051804,(-1.2450100779533386-0.1388249583542347j),-1.236004574396477,-0.13679436551466634,3.0590471106095585e-05,3.0590471106095585e-05
85,(1.183882037911725+1.0132133607965172j),(-1.2360823154449463-0.22159896790981293j),(-1.25394868850708-0.05603337287902832j),(0.01786637306213379-0.1655655950307846j),(-0.02709275897150243-0.005916113374148324j),-0.001192492695181721,-0.000295932693332137,0.0002528522920783871,0.0002528522920783871,(-1.2450155019760132-0.13881617039442062j),-1.2360085500355442,-0.13678724756301652,3.058987227644305e-05,3.058987227644305e-05
86,(1.1839011324562572+1.013145914563866j),(-1.2361748218536377-0.22099387645721436j),(-1.2538665533065796-0.05662136152386665j),(0.017691731452941895-0.1643725149333477j),(-0.0267053263037106-0.005816068784890938j),-0.0007839129668660225,-0.00019425329856718673,0.0002530330484660226,0.0002530330484660226,(-1.2450206875801086-0.1388076189905405j),-1.2360124098293186,-0.13678032461779577,3.058929155719259e-05,3.058929155719259e-05
87,(1.1839196558256277+1.0130803227046177j),(-1.2362650632858276-0.2204013466835022j),(-1.253786325454712-0.057197269052267075j),(0.017521262168884277-0.16320407763123512j),(-0.026328576327471445-0.005719082862415625j),-0.0003865922988157827,-9.564274165821743e-05,0.00025320985218968417,0.00025320985218968417,(-1.2450256943702698-0.13879930786788464j),-1.2360161587801222,-0.1367735905508602,3.058872861672057e-05,3.058872861672057e-05
